"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"37847","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Cheshire","Spofford Lake, Chesterfield","42.910172","-72.444534","Map derived","Approximate","West River-Connecticut River","01080107","1970","8","6","collected","","Literature","","","Freshwater","106","Book","1973","Scarola, J.F.","Freshwater fishes of New Hampshire.","New Hampshire Fish and Game Department, Division of Inland and Marine Fisheries.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37868","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Grafton","Post Pond","43.875","-72.1511111111111","Map derived","Accurate","Waits River-Connecticut River","01080104","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"293932","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Grafton","Connecticut River, near Bradford","43.98763","-72.11186","Map derived","Approximate","Waits River-Connecticut River","01080104","2001","","","established","","Literature","","","Freshwater","25379","Other","2001","DeLorme.","New Hampshire Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294143","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Grafton","Post Pond","43.8274","-72.14978","GNIS","Accurate","Waits River-Connecticut River","01080104","2001","","","established","","Literature","","","Freshwater","25379","Other","2001","DeLorme.","New Hampshire Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261231","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Grafton","Connecticut River near Wells River, VT","44.156778","-72.042675","Map derived","Accurate","Ammonoosuc River-Connecticut River","01080103","1992","5","4","established","State record fish.","Literature","","","Freshwater","18566","Web Page","2009","New Hampshire Fish and Game Department.","New Hampshire State Record Fish.","New Hampshire Fish and Game Department.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"638916","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Grafton","Goose Pond in Grafton County, near Canaan/Hanover","43.69496","-72.09155","Map derived","Accurate","Black River-Connecticut River","01080106","1942","","","established","","Literature","","","Freshwater","24779","Database","2012","New Hampshire Fish and Game Department.","New Hampshire historical fish stocking database, ~1930-1990. Provided August 2012 by Scott Decker.","New Hampshire Fish and Game Department, Concord, NH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"638917","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Hillsborough","Franklin Pierce Lake in Hillsboro County, near Hillsboro/Antrim","43.0983","-71.9533","Map derived","Accurate","Contoocook River","01070003","1975","","","established","","Literature","","","Freshwater","24779","Database","2012","New Hampshire Fish and Game Department.","New Hampshire historical fish stocking database, ~1930-1990. Provided August 2012 by Scott Decker.","New Hampshire Fish and Game Department, Concord, NH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294072","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Hillsborough","Merrimack River between Merrimack and Nashua","42.809","-71.47276","Map derived","Accurate","Merrimack River","01070006","2001","","","established","","Literature","","","Freshwater","25379","Other","2001","DeLorme.","New Hampshire Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294077","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Merrimack","Merrimack River near Boscawen","43.31519","-71.60056","Map derived","Accurate","Merrimack River","01070006","2001","","","established","","Literature","","","Freshwater","25379","Other","2001","DeLorme.","New Hampshire Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"638918","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Merrimack","Cobbetts Pond in Merrimack County, near Windham","42.7951","-71.28894","reported","Accurate","Merrimack River","01070006","1927","","","established","","Literature","","","Freshwater","24779","Database","2012","New Hampshire Fish and Game Department.","New Hampshire historical fish stocking database, ~1930-1990. Provided August 2012 by Scott Decker.","New Hampshire Fish and Game Department, Concord, NH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294443","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Sullivan","Smith Pond","43.15484","-72.03","GNIS","Accurate","Contoocook River","01070003","2001","","","established","","Literature","","","Freshwater","25379","Other","2001","DeLorme.","New Hampshire Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"293939","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NH","Sullivan","Connecticut River, near Claremont","43.41845","-72.39776","Map derived","Approximate","Black River-Connecticut River","01080106","2001","","","established","","Literature","","","Freshwater","25379","Other","2001","DeLorme.","New Hampshire Atlas and Gazetteer","DeLorme","Yarmouth, Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38000","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","","Raritan River","40.50816","-74.456819","GNIS","Approximate","Raritan","02030105","1952","","","established","","Literature","","","Freshwater","59","Journal Article","1952","Fowler, H.W.","A list of the fishes of New Jersey, with off-shore species.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37999","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","","Delaware River","40.20169","-74.761276","Map derived","Approximate","Crosswicks-Neshaminy","02040201","1952","","","established","","Literature","","","Freshwater","59","Journal Article","1952","Fowler, H.W.","A list of the fishes of New Jersey, with off-shore species.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37944","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","","Delaware River","40.20169","-74.761276","Map derived","Approximate","Crosswicks-Neshaminy","02040201","1890","","","established","","Literature","","","Freshwater","58","Journal Article","1890","Nelson, J.","Discriptive catalogue of the vertebrates of New Jersey.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37931","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","","Delaware River","40.20169","-74.761276","Map derived","Approximate","Crosswicks-Neshaminy","02040201","1905","","","established","","Literature","","","Freshwater","57","Report","1906","Fowler, H.W.","The Fishes of New Jersey <em>in</em> Annual Report to the New Jersey State Museum for 1905.","MacCrellish and Quigley, State Province Trenton, NJ.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37894","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","","state non-specific","40.20087","-74.67109","Calculated by GIS","Centroid","Mid-Atlantic Region","02000000","1905","","","established","generalized location as 'lakes in the northern part of the state'","Literature","","","Freshwater","55","Report","1905","Morse, S.R.","Fresh and salt water fish found in the waters of New Jersey. Part I.","MacCrellish and Quigley, State Province  Trenton, NJ.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38010","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","","state non-specific","40.20087","-74.67109","Calculated by GIS","Centroid","Mid-Atlantic Region","02000000","1992","","","established","Widespread in suitable habitats.","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37903","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","Morris","Lake Hopatcong","40.947232","-74.63356","Map derived","Accurate","Middle Delaware-Musconetcong","02040105","1905","","","collected","","Literature","","","Freshwater","55","Report","1905","Morse, S.R.","Fresh and salt water fish found in the waters of New Jersey. Part I.","MacCrellish and Quigley, State Province  Trenton, NJ.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37997","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","Morris","Morris County","40.867167","-74.500442","US Census Bureau","Centroid","Lower Hudson","02030100","1952","","","established","","Literature","","","Freshwater","59","Journal Article","1952","Fowler, H.W.","A list of the fishes of New Jersey, with off-shore species.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1676032","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","Morris","Mount Arlington","40.93345","-74.63482","reported","Accurate","Middle Delaware-Musconetcong","02040105","2019","6","7","","https://www.inaturalist.org/observations/60820952","Literature","","","Freshwater","25944","Database","2021","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37998","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","Passaic","Passaic County","40.946491","-74.216831","US Census Bureau","Centroid","Hackensack-Passaic","02030103","1952","","","established","","Literature","","","Freshwater","59","Journal Article","1952","Fowler, H.W.","A list of the fishes of New Jersey, with off-shore species.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37902","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","Passaic","Greenwood Lake","41.176457","-74.333153","Map derived","Approximate","Hackensack-Passaic","02030103","1905","","","collected","","Literature","","","Freshwater","55","Report","1905","Morse, S.R.","Fresh and salt water fish found in the waters of New Jersey. Part I.","MacCrellish and Quigley, State Province  Trenton, NJ.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406539","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NJ","Sussex","Delaware River, at W end Angle [?=Van Auken] Road, near W end Mettler Road, ca. 0.75 miles NW junction CR 521 [Old Mine Road] and CR 560 [Tuttles Corner Dingmans Road], [ca. 13.2 air miles NNW center Newton]","41.2287","-74.8667","reported","Accurate","Middle Delaware-Mongaup-Brodhead","02040104","2002","6","25","established","Data from GBIF data index - original values","Specimen","North Carolina State Museum of Natural Sciences ichthyology collection","NCSM 67524","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","25976","Database","2013","North Carolina State Museum of Natural Sciences","North Carolina State Museum of Natural Sciences ichthyology collection. Accessed through GBIF data portal, <a href=""http://data.gbif.org/datasets/resource/8099"" target=""_blank"">http://data.gbif.org/datasets/resource/8099</a>","North Carolina State Museum of Natural Sciences","Raleigh, NC","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38311","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","","Canadian River drainage","35.906595","-104.33785","Calculated by GIS","Centroid","Upper Canadian","11080000","1990","","","established","","Literature","","","Freshwater","1","Book","1990","Sublette, J.E., M.D. Hatch, and M. Sublette.","The fishes of New Mexico.","University of New Mexico Press","Albuquerque, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38309","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","","Upper Pecos (HUC6) non-specific","33.776233","-104.72291","Calculated by GIS","Centroid","Upper Pecos","13060000","1990","","","established","","Literature","","","Freshwater","1","Book","1990","Sublette, J.E., M.D. Hatch, and M. Sublette.","The fishes of New Mexico.","University of New Mexico Press","Albuquerque, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38310","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","","Rio Grande drainage","34.938719","-106.683254","Map derived","Approximate","Rio Grande-Albuquerque","13020203","1990","","","established","","Literature","","","Freshwater","1","Book","1990","Sublette, J.E., M.D. Hatch, and M. Sublette.","The fishes of New Mexico.","University of New Mexico Press","Albuquerque, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278503","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","De Baca","Lake Sumner","34.63618","-104.4097","GNIS","Accurate","Pecos Headwaters","13060001","2000","","","established","","Literature","","","Freshwater","21022","Other","2000","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38335","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Eddy","Brantley Reservoir","32.6033333333333","-104.373888888889","Map derived","Accurate","Upper Pecos-Black","13060011","1998","","","established","","Literature","","","Freshwater","1954","Other","1998","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yamouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278502","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Guadalupe","Santa Rosa Lake, Santa Rosa","35.0283333333333","-104.688333333333","GNIS","Accurate","Pecos Headwaters","13060001","2000","","","established","","Literature","","","Freshwater","21022","Other","2000","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278504","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Quay","Ute Reservoir","35.351816","-103.50734","Map derived","Approximate","Upper Canadian-Ute Reservoir","11080006","2000","","","established","","Literature","","","Freshwater","21022","Other","2000","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38331","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Quay","Ute Reservoir","35.351816","-103.50734","Map derived","Approximate","Upper Canadian-Ute Reservoir","11080006","1977","","","established","","Literature","","","Freshwater","26","Report","1977","Prentice, J.A., and W.J Dean.","Effect of temperature on walleye egg hatch rate.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38245","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Rio Arriba","Abiquiu Lake (Reservoir)","36.250088","-106.444473","Map derived","Approximate","Rio Chama","13020102","1998","","","established","","Literature","","","Freshwater","1954","Other","1998","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yamouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278500","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","San Miguel","Conchas Reservoir","35.38849","-104.19725","Map derived","Accurate","Conchas","11080005","2000","","","established","","Literature","","","Freshwater","21022","Other","2000","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38365","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","San Miguel","Conchas Reservoir","35.38849","-104.19725","Map derived","Accurate","Conchas","11080005","1957","","","established","","Literature","","","Freshwater","110","Book","1957","Koster, W.J.","Guide to the Fishes of New Mexico.","University of New Mexico Press  Albuquerque, NM.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278499","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Sandoval","Cochiti Reservoir","35.629753","-106.31808","Map derived","Accurate","Rio Grande-Santa Fe","13020201","2000","","","established","","Literature","","","Freshwater","21022","Other","2000","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278501","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Sierra","Elephant Butte Reservoir","33.25592","-107.16751","Map derived","Accurate","Elephant Butte Reservoir","13020211","2000","","","established","","Literature","","","Freshwater","21022","Other","2000","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38345","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Sierra","Caballa Reservoir","32.9616666666667","-107.291111111111","Map derived","Accurate","Caballo","13030101","1998","","","established","","Literature","","","Freshwater","1954","Other","1998","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yamouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38366","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Sierra","Elephant Butte Reservoir drainage","33.6315069223","-107.305446388","Calculated by GIS","Centroid","Elephant Butte Reservoir","13020211","1957","","","established","","Literature","","","Freshwater","110","Book","1957","Koster, W.J.","Guide to the Fishes of New Mexico.","University of New Mexico Press  Albuquerque, NM.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38363","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NM","Union","Clayton Lake","36.57618","-103.29834","Map derived","Approximate","Upper Beaver","11100101","1998","","","established","","Literature","","","Freshwater","1954","Other","1998","DeLorme.","New Mexico Atlas and Gazetteer.","DeLorme, Yamouth, ME.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38659","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","","Humboldt River","40.639634","-116.87398","GNIS","Approximate","Middle Humboldt","16040105","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38676","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","","Humboldt River","40.639634","-116.87398","GNIS","Approximate","Middle Humboldt","16040105","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38607","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","","Humboldt River","40.639634","-116.87398","GNIS","Approximate","Middle Humboldt","16040105","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159705","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","","Humboldt River lower","40.126391","-118.41339","GNIS","Approximate","Lower Humboldt","16040108","2001","1","5","established","","Literature","","","Freshwater","13955","Web Page","2001","Vinyard, G.L.","Fish Species Recorded from Nevada.","University of Nevada, Reno.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39355","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","","Little Humboldt River","41.250456","-117.55012","GNIS","Approximate","Little Humboldt","16040109","1987","","","established","","Literature","","","Freshwater","1576","Book","1987","Sigler, W.F., and J.W. Sigler.","Fishes of the Great Basin: a natural history.","University of Nevada Press, Reno, NV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38830","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Churchill","Lahontan Reservoir","39.37518","-119.1687","Map derived","Approximate","Middle Carson","16050202","1984","","","established","","Literature","","","Freshwater","279","Journal Article","1984","Deacon, J.E., and J.E. Williams","Annotated list of the fishes of Nevada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38822","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Clark","Colorado River","35.072778","-114.60385","GNIS","Approximate","Havasu-Mohave Lakes","15030101","1984","","","established","","Literature","","","Freshwater","279","Journal Article","1984","Deacon, J.E., and J.E. Williams","Annotated list of the fishes of Nevada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159332","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Clark","Lake Mead National Recreation Area","36.5003","-114.375","GNIS","Accurate","Lake Mead","15010005","1999","","","stocked","Rare in abundance within park; resident.","Literature","","","Freshwater","13672","Journal Article","1999","Tilmant, J.T.","Management of nonindigenous aquatic fish in the U.S. National Park System.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38825","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Humboldt","Chimney Dam Reservoir","41.4","-117.183333333333","Map derived","Accurate","Little Humboldt","16040109","1984","","","established","","Literature","","","Freshwater","279","Journal Article","1984","Deacon, J.E., and J.E. Williams","Annotated list of the fishes of Nevada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265964","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Humboldt","Chimney Dam Reservoir","41.408231","-117.175369","Map derived","Approximate","Little Humboldt","16040109","2001","","","established","","Literature","","","Freshwater","18948","Other","2001","DeLorme.","Nevada Atlas and Gazetter.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38765","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Humboldt","Chimney Dam Reservoir","41.4","-117.183333333333","Map derived","Accurate","Little Humboldt","16040109","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38735","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Lyon","Lahontan Reservoir","39.37518","-119.1687","Map derived","Approximate","Middle Carson","16050202","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265965","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Lyon","Lahontan Reservoir [=Carson River]","39.37518","-119.1687","Map derived","Accurate","Middle Carson","16050202","2001","","","established","","Literature","","","Freshwater","18948","Other","2001","DeLorme.","Nevada Atlas and Gazetter.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38826","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Lyon","Lahontan Reservoir","39.37518","-119.1687","Map derived","Approximate","Middle Carson","16050202","1984","","","established","","Literature","","","Freshwater","279","Journal Article","1984","Deacon, J.E., and J.E. Williams","Annotated list of the fishes of Nevada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266042","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Pershing","Humboldt River","40.250464","-118.40736","GNIS","Approximate","Lower Humboldt","16040108","2001","","","established","","Literature","","","Freshwater","18948","Other","2001","DeLorme.","Nevada Atlas and Gazetter.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265966","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Pershing","Rye Patch Reservoir","40.592057","-118.318634","Map derived","Approximate","Lower Humboldt","16040108","2001","","","established","","Literature","","","Freshwater","18948","Other","2001","DeLorme.","Nevada Atlas and Gazetter.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38824","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Pershing","Rye Patch Reservoir, on the Humboldt River","40.627764","-118.34507","Map derived","Approximate","Lower Humboldt","16040108","1984","","","established","","Literature","","","Freshwater","279","Journal Article","1984","Deacon, J.E., and J.E. Williams","Annotated list of the fishes of Nevada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38777","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Pershing","Rye Patch Reservoir, on the Humboldt River","40.627764","-118.34507","Map derived","Approximate","Lower Humboldt","16040108","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38859","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Pershing","Rye Patch Reservoir [=Humboldt River]","40.627764","-118.34507","Map derived","Accurate","Lower Humboldt","16040108","1992","","","established","","Literature","","","Freshwater","1958","Web Page","2001","Anonymous","Fishing Records - Nevada.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38711","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Storey","Truckee River","39.563246","-119.50045","GNIS","Approximate","Truckee","16050102","1996","","","established","","Literature","","","Freshwater","1792","Other","1996","DeLorme.","Nevada Atlas and Gazetteer.","DeLorme, Freeport, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266069","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NV","Storey","Truckee River","39.563246","-119.50045","GNIS","Approximate","Truckee","16050102","2001","","","established","","Literature","","","Freshwater","18948","Other","2001","DeLorme.","Nevada Atlas and Gazetter.","DeLorme, Yarmouth, Maine.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164324","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","","Hudson River and its tributaries","42.8123","-73.656507","GNIS","Centroid","New England","","2005","","","established","","Literature","","","Freshwater","14307","News","2005","Daniels, R.","New fish transform Hudson.","Poughkeepsie Journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252433","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","","Hudson River, freshwater tidal reach north of River Mile 30 (~168km upriver)[near Haverstraw]","41.17762","-73.916016","Map derived","Approximate","Lower Hudson","02030101","1996","12","","established","The freshwater tidal portion also includes HUC # 02020008","Literature","","","Freshwater","13065","Journal Article","1996","Mills, E.L., D.L. Strayer, M.D. Scheuerell, and J.T. Carlton","Exotic species in the Hudson River basin: A history of invasions and introductions.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268759","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","","Hudson River, lower","41.084527","-73.894043","Map derived","Approximate","Lower Hudson","02030101","1986","","","established","","Literature","","","Freshwater","1661","Book Chapter","1986","Schmidt, R.E.","Zoogeography of the northern Appalachians.","John Wiley and Sons","New York, NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1401789","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","","Upper Hudson drainage","43.91151","-74.07709","Calculated by GIS","Centroid","Upper Hudson","02020001","1980","","","unknown","","Literature","","","Freshwater","141","Book","1981","George, C.J.","The fishes of the Adirondack Park.","New York State Department of Environmental Conservation","Albany, NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406528","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Chenango","Unadilla R., Binghamton","42.4711","-75.4019","reported","Accurate","Upper Susquehanna","02050101","1997","9","3","established","Data from GBIF data index - original values","Specimen","NMNH Extant Specimen and Observation Records","USNM 351497","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","29152","Database","2016","National Museum of Natural History, Smithsonian Institution","NMNH Extant Specimen and Observation Records","National Museum of Natural History, Smithsonian Institution","Washington DC, US","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
